a1,a2,a3,a4
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
3,4,5,6
